KID,Name,Quality,MS_flag,Redshift,INC,Re,Re_err,Mag_H,sigma,sigma_err,Ve,Ve_err,Vopt,Vopt_err,Vc,Vc_err,Mstar,Mstar_err,Mgas,Mgas_err,MH2,MH2_err,MHI,MHI_err,SFR_tot,SFR_tot_err,SFR_Ha,SFR_Ha_err,Rot_Disp_ratio_int,Vc_int,Vc_int_err,Mstar_color,Mstar_color_err,Rout_Flag,Rflat,Rflat_err,Vflat,Vflat_err,Wiggle_Flag,log(Rgas),log(Rgas_err),Rgas_flag,BUR_Flag,NFW_Flag,MCMC_flag,,
653,U-zudsp_z1_121,2,OK,0.867841788,44.18133012,1.1849065,0.46272078,-22.1,28.35315187,2.875220057,237.5394404,90.04478217,232.0869176,76.85513992,222.253186,52.26239484,10593277028,4881694483,60734308926,2.48922E+11,2699966709,9054740531,43634843772,2.39867E+11,9.351417184,0.467570859,1.348034358,0.067401718,7.618154214,215.9986834,30.78617993,17794076686,889703834.3,OK,10.79204789,2.517620059,135.1779381,14.9125821,OK,0.970206739,0.926181939,ok,B,B,D,,
660,U-zudsp_z1_53,1,OK,0.808133247,53,0.8025723,0.4815434,-19.97,53.13426012,3.758641657,138.9725547,55.22415314,138.6070242,48.07225707,132.8843484,31.60149211,1489463585,686388748.8,1.53269E+11,1.76147E+11,1321914770,1234705210,1.14246E+11,1.74912E+11,6.593104795,0.32965524,0.950415495,0.047520775,1.910306299,101.5027118,19.21736892,241521588.1,12076079.4,OK,7.535811034,2.461185577,107.9362781,11.1276119,OK,0.75786244,0.708221244,ok,X,X,ok,,
661,U-zudsp_z1_55,2,OK,0.957974844,55.7389154,2.380947,0.7142841,-20.12,40.71845518,2.924267829,91.08959195,31.3044135,116.2371427,32.58203797,113.4223369,9.808688497,1710135416,788080836.9,1.95263E+11,1.44047E+11,2436582206,1461917129,1.44982E+11,1.42586E+11,17.73623507,0.886811754,2.556730578,0.127836529,1.740433016,70.86774377,10.42447141,579317910.1,28965895.5,OK,7.925545024,2.588472166,112.1262094,8.547803787,OK,0.984438703,0.917837175,ok,B,B,ok,,
663,U-zudsp_z1_62,2,OK,0.836304646,33.56177279,1.5691053,0.9414632,-21.76,38.87100868,3.470531775,187.682243,59.30629945,164.7761935,46.75248395,139.1741998,15.57372887,7745157732,3569197112,49545572488,2.38475E+11,1640039469,6445318385,36019197758,2.3203E+11,4.220300045,0.211015002,0.608368694,0.030418435,2.809923654,109.2245668,17.80154542,6186097723,309304886.2,OK,7.621462551,2.489159246,173.074326,16.50122443,OK,1.199570729,1.10007081,ok,B,X,ok,,
664,U-zudsp_z1_69,2,OK,0.967609872,53,4.142549,2.4855297,-21.02,42.91972226,3.501006026,215.7394106,79.70127363,202.4620792,11.64705964,217.2213691,18.94315016,3917692578,1805388285,94926278187,1.67715E+11,2308573804,3324747472,69637371716,1.6439E+11,10.52206037,0.526103019,1.516786025,0.075839301,4.617411054,198.178,20.27487274,1002364203,50118210.13,OK,7.945705028,2.595056395,216.7447677,18.70075941,OK,1.636695628,1.484419753,F,B,B,ok,,
667,U-zudsp_z1_79,1,OK,0.815636529,53.42609881,3.5072389,2.1043434,-20.97,54.51512214,3.040724584,154.5660209,52.99089179,156.1228667,12.3614306,151.0235679,8.346390426,3741363420,1724130608,1.33857E+11,2.17165E+11,2421914447,3199060969,98823684170,2.13966E+11,13.37413076,0.668706538,1.927920381,0.096396019,1.633271117,89.03797445,3.597337811,1091076284,54553814.21,OK,10.58287633,2.468823526,141.126147,11.54545205,OK,0.798565843,0.768714521,ok,B,B,ok,,
673,U-zvipe_z1_1081,1,OK,0.880359668,74.42851363,7.7281384,3.0179346,-21.55,14.74456105,3.529931266,55.88378766,9.29914971,107.0977134,15.72822793,107.0977134,15.72822793,6383073845,2941508684,1.13925E+11,2.21279E+11,3501921260,5551171907,83025020026,2.15728E+11,19.92614057,0.996307028,2.872411912,0.143620596,6.446377054,95.049,16.39293281,800449832.8,40022491.64,F,7.742634136,2.52873372,105.5346205,15.53318456,OK,1.234835518,1.019674052,ok,X,X,ok,,
677,U-zvipe_z1_1821,1,OK,0.84154785,60.5465775,3.5039103,1.3683208,-22.33,43.14579164,2.590984808,180.7458677,66.3718016,167.8315852,14.93561675,167.2276451,13.35589181,13092728075,6033515242,1.20495E+11,2.866E+11,6020913997,11730448554,86070821349,2.7487E+11,41.21202641,2.06060132,5.940835114,0.297041756,3.658247063,157.8379656,13.5038015,4642784345,232139217.2,OK,13.74473868,2.493896031,188.064919,10.69516118,OK,1.102813077,1.05841204,ok,B,B,ok,,
680,U-zvipe_z1_1824,2,OK,0.962579425,38.81654776,2.7760072,1.0840654,-23.33,42.42982263,3.293276938,204.0045173,72.62311718,169.8135257,17.66642179,175.442302,23.75819981,32887446455,15155505279,32759966698,2.87632E+11,3911184447,28505313524,21690813723,2.59127E+11,10.39968564,0.519984282,1.499145347,0.074957267,4.09268102,173.6517297,23.92433868,62213275576,3110663779,OK,7.935168285,2.59161511,202.7309493,19.9258954,OK,1.008734581,0.936590329,ok,X,X,ok,,
681,U-zvipe_z1_1825,2,OK,0.919619449,58.61001096,2.6520476,1.0356576,-22.74,37.51507653,2.839620031,69.04758407,62.89750478,76.32894266,48.51214562,349.4930273,192.6231455,19099855845,8801776887,54275389106,2.68288E+11,4094485233,16659207942,37730002912,2.51629E+11,15.2331596,0.76165798,2.195904869,0.109795243,6.769695462,253.9656434,21.88869455,23394500592,1169725030,OK,10.97695639,2.560756389,54.12409031,9.436297087,F,1.637747765,1.513068803,ok,X,B,X,,
686,U-zvipe_z1_1836,2,OK,0.82761841,37.12668778,2.386751,0.93205607,-22.31,9.161243133,3.38288394,80.16626511,73.86026732,185.3017355,156.3156646,144.5180824,96.22557353,12853753434,5923388679,48408183548,2.76602E+11,2329042265,10896972575,34645970889,2.65705E+11,6.523724795,0.32618624,0.940414163,0.047020708,15.73350299,144.1384462,24.01879185,18003120698,900156034.9,OK,7.595324915,2.48062273,197.0220876,25.81166098,F,1.735713474,1.684935731,F,X,X,ok,,
688,U-zvipe_z1_1838,1,OK,0.802053731,67.02666662,3.825385,1.4938607,-21.23,34.6896431,2.822729093,98.03963902,30.19694542,158.508208,9.839822965,82.62713158,6.558266897,4753680499,2190636175,89549949800,2.3076E+11,1908077273,4005643682,65896144758,2.26754E+11,7.498213288,0.374910664,1.080889553,0.054044478,2.304938069,79.95747896,6.233932221,5079740093,253987004.7,OK,10.52348549,2.454968549,82.68147994,7.764831698,OK,1.019985161,0.95077717,ok,X,X,ok,,
690,U-zvipe_z1_247,1,OK,0.837696549,71.56097004,3.488066,1.3621334,-21.7,61.90556404,3.509913362,145.9619532,56.48250499,195.9384076,13.21165272,220.520104,7.522567265,7328759666,3377308602,1.39555E+11,2.49226E+11,4436778947,6467855172,1.01592E+11,2.42758E+11,30.52030391,1.526015195,4.399591793,0.21997959,2.741114811,169.6902585,4.277536653,627095081.9,31354754.1,OK,10.67506655,2.490330097,215.8684227,10.43738405,OK,0.956556953,0.843443721,ok,B,B,ok,,
691,U-zvipe_z1_249,1,OK,0.883391239,53.32972458,1.924246,0.7514421,-22.65,82.01242734,4.551446106,232.104441,93.89729878,224.4053529,73.71653461,211.2423809,22.63958215,17580451641,8101590618,69128598893,2.8129E+11,4625266558,15466137732,48498746116,2.65824E+11,20.60262801,1.0301314,2.969929571,0.148496479,1.896868661,155.5668032,28.32800731,15121763080,756088154,OK,7.750731771,2.531378396,201.0892711,17.36039363,OK,0.975048963,0.933036679,ok,B,B,ok,,
692,U-zvipe_z1_251,1,OK,0.840195655,45.79948466,1.8301002,0.714677,-22.23,84.49866123,4.640837296,213.5047095,80.67115629,195.3301757,61.81524972,197.1236565,18.66910162,11940705710,5502629359,1.24908E+11,2.80739E+11,5805275187,10680501250,89550740346,2.70058E+11,40.24725971,2.012362986,5.801761151,0.290088058,1.758310155,148.5748541,20.60932168,1452185523,72609276.16,OK,7.632306628,2.492700906,230.3463468,13.19533811,OK,0.770590132,0.735587177,ok,X,B,ok,,
696,U-zvipe_z1_4550,2,OK,0.88862081,36.75330532,1.9356444,0.7558933,-23,47.3161881,2.277475231,145.7325908,47.78476238,167.1770253,41.83730283,169.796852,7.441832824,24267787453,11183312190,50905931227,3.00739E+11,4359301633,21239400513,34997465861,2.79499E+11,15.55069616,0.777534808,2.2416787,0.112083935,2.515205293,119.0099268,3.758493735,44236022644,2211801132,OK,13.97493969,2.535664551,151.3055728,10.28055039,OK,0.970943031,0.945006389,ok,B,B,ok,,
698,U-zvipe_z1_4553,2,OK,0.918761761,38.74157453,2.6497772,1.0347711,-22.77,57.52788745,2.884050586,264.3654833,86.27576419,209.6719269,9.961525638,156.7947077,12.33101319,19634975527,9048375819,48373705600,2.6897E+11,3719487099,17027624061,33574600377,2.51942E+11,12.45154217,0.622577109,1.794926516,0.089746326,1.081279971,62.20375248,10.85433754,37303267422,1865163371,OK,10.97258215,2.559735945,109.1931007,9.10929273,OK,1.040605501,0.999638787,ok,X,X,D,,
700,U-zvipe_z1_4555,1,OK,0.890681663,55.53827381,1.2161971,0.47494018,-22.2,47.09888312,3.759982889,180.4068327,57.29925826,180.2253451,50.10720373,179.9105407,35.28745605,11615301383,5352673449,93575047766,2.52269E+11,4636415855,10237559461,66871151813,2.42032E+11,25.37829509,1.268914755,3.658356061,0.182917803,3.28137683,154.5491838,18.7204745,18168265740,908413287,OK,7.769634749,2.537552083,171.8693333,20.35151751,OK,1.010956649,0.934899345,ok,B,B,ok,,
704,U-zvipe_z1_4562,2,OK,0.917180615,47.07165281,3.8190029,1.4913684,-23.19,19.096919,3.299151959,194.5475913,72.42366422,273.6070865,24.923089,259.0164423,10.25635011,28908822151,13322037857,28877782788,2.93382E+11,2936503328,24679892566,19504721398,2.68702E+11,6.46445826,0.323222913,0.931870718,0.046593536,1.660739096,31.715,5.611510247,54942367184,2747118359,OK,7.833729032,2.558485188,259.9065193,10.70280007,OK,1.666089709,1.542224915,F,B,X,ok,,
705,U-zvipe_z1_4563,1,OK,0.900588564,61.46172353,5.3542953,2.0909193,-22.14,139.5632923,3.203217052,281.5180547,20.83514593,274.4188933,16.89704979,278.2620851,7.82257405,10990815899,5064892119,63917750541,2.39167E+11,3086783885,9457838446,45737568914,2.29709E+11,11.67457362,0.583728681,1.682924208,0.08414621,1.160307495,161.9363341,2.964493934,10261571247,513078562.4,OK,14.02692491,2.545096941,285.0096071,8.294500537,OK,1.653141015,1.550667081,ok,B,X,ok,,
706,U-zvipe_z1_4564,2,OK,0.918021254,61.45261068,3.2486541,1.26864,-23.75,20.06801009,3.637360914,284.6356204,97.01797583,232.7618925,23.92809513,265.7482464,34.29103534,48420602271,22313641599,26616944435,3.43626E+11,3891978653,41925257619,17086440438,3.017E+11,8.679837014,0.433991851,1.251224097,0.062561205,12.85422269,257.9586706,35.30756625,1.22562E+11,6128116983,OK,7.832820739,2.558188541,302.0335137,41.75280394,OK,1.349114833,1.135460832,ok,X,X,ok,,
716,U-zvipe_z1_4737,2,OK,0.804338758,57.22057617,2.319822,0.9059195,-20.99,20.89184561,2.755473505,85.83169114,73.03380223,112.435564,89.3288402,93.14430585,56.89890181,3810922167,1756185331,63824836656,2.13002E+11,1148170540,3119670536,47125312869,2.09882E+11,3.097034414,0.154851721,0.446446642,0.022322332,4.213261497,88.0228087,10.41612885,2022260179,101113008.9,OK,10.53369195,2.457349561,129.0928515,19.17397747,F,1.188221885,1.10991267,ok,B,B,ok,,
717,U-zvipe_z1_4742,2,OK,0.83930001,67.19110288,2.9701536,1.1598821,-21.27,27.44974122,3.233741321,120.4050717,37.72893719,153.1661785,14.66256267,154.9694574,24.77309455,4932082759,2272849198,75831847112,2.1642E+11,1776483132,4132017104,55680724797,2.12288E+11,6.197724461,0.309886223,0.893420254,0.044671013,5.445860619,149.4874647,25.19087973,2312103948,115605197.4,OK,10.68174361,2.491887752,141.7708132,20.19185084,OK,1.148936397,0.99199748,ok,B,B,ok,,
719,U-zvipe_z1_4766,1,OK,0.807178247,48.31682684,3.180804,0.9542412,-21.49,50.74296693,2.896430865,161.3947876,51.04878413,189.7915992,14.37315562,173.1214794,12.04860337,6039904642,2783366194,52061885702,2.35583E+11,1349788416,4980256086,38129396456,2.30603E+11,3.348254392,0.16741272,0.482660742,0.024133037,2.054292896,104.2409165,13.89050627,3154221732,157711086.6,OK,10.5460106,2.460223314,149.6020746,8.98674897,OK,1.043055248,1.000798492,ok,X,X,ok,,
722,U-zvipe_z1_4773,2,OK,0.857262318,30.38181038,1.6582869,0.4974861,-21.28,37.30016649,3.495858974,143.047177,47.96584449,128.9299253,39.98134935,116.6715405,16.5626958,4977719809,2293880096,58473125416,2.0728E+11,1423590156,4113563704,42894387413,2.03167E+11,3.937919123,0.196895956,0.567662652,0.028383133,3.015753725,112.488116,16.90520824,1533319058,76665952.88,F,7.680466275,2.508429781,192.1606672,19.49518321,OK,0.876332659,0.825901627,ok,X,X,ok,,
723,U-zvipe_z1_4774,2,OK,0.973278854,44.63995484,2.7743428,0.83230287,-21.89,19.23421205,2.628409432,97.29895087,31.22687649,95.62105339,6.569246203,94.52416084,6.621151084,8730315361,4023186802,97686725144,2.05574E+11,4453910211,7671087587,70099860852,1.97903E+11,25.63069426,1.281534713,3.694740146,0.184737007,2.901063452,55.79966961,3.429563285,2679459019,133972951,OK,11.13996844,2.598784612,64.01781932,6.820215147,OK,0.800883544,0.774652471,ok,X,X,ok,,
725,U-zvipe_z1_4777,1,OK,0.915145177,59.08484165,3.2386749,1.264743,-22.16,36.01857243,2.299667936,97.75826767,33.17549829,111.3808498,10.8412667,154.5754297,12.18772804,11195155145,5159057671,78684093933,2.37756E+11,3946875506,9769214361,56193397314,2.27987E+11,18.55358576,0.927679288,2.67455409,0.133727704,3.797270563,136.7722648,12.93865717,4436268641,221813432,OK,14.09179424,2.556867071,205.2922222,7.677247034,OK,0.956110295,0.913988899,ok,X,X,ok,,
726,U-zvipe_z1_4780,1,OK,0.878041146,47.94298207,3.1073668,1.2134656,-22.21,46.73484905,2.306110245,161.5290468,49.5360813,177.7839037,9.398924952,182.3960196,8.840248852,11722758323,5402192776,96202779455,2.58532E+11,4700143165,10344062151,68798974653,2.48188E+11,26.16512489,1.308256245,3.771779897,0.188588995,3.549791869,165.8989872,8.829667204,2293895265,114694763.3,OK,13.926341,2.526846625,200.4791667,19.03518679,OK,0.840733488,0.819197213,ok,B,B,ok,,
730,U-zvipe_z1_4857,2,OK,0.895036505,43.76334275,3.7270985,2.2362592,-21.77,69.7333627,3.994479403,192.185192,68.16452473,202.7123334,12.09476102,179.3008144,14.23569024,7816824443,3602223246,88657937939,2.24526E+11,3267374912,6760990651,64203430847,2.17765E+11,15.54200451,0.777100226,2.240425774,0.112021289,1.79354609,125.07,17.24492018,3120582429,156029121.4,OK,7.780224703,2.541010747,180.1540753,14.12861279,OK,0.722484948,0.692445,ok,X,B,ok,,
732,U-zvipe_z1_4958,2,OK,0.802183513,60.03340216,1.7474563,0.6824035,-21.98,84.38804018,4.75503409,209.2287887,80.24816938,197.883003,61.93585155,191.608289,17.7196161,9484839655,4370893850,68126775963,2.71589E+11,2484126061,8090924737,49355375866,2.63498E+11,8.814004025,0.440700201,1.270564667,0.063528233,1.415293676,119.4338596,20.71086131,8775668028,438783401.4,OK,7.517472382,2.455196199,200.6518496,16.47115921,OK,1.036527265,0.931352027,ok,B,B,ok,,
733,U-zvipe_z1_4959,2,OK,0.802144409,43.33575347,1.0953915,0.4277641,-21.98,43.5154703,4.467398074,220.4257341,92.02026911,211.5527864,77.56340419,193.3501931,51.18039643,9484839655,4370893850,79210697574,2.74027E+11,2888082988,8162966601,57385424500,2.65864E+11,11.84383139,0.592191569,1.707323214,0.085366161,4.02842979,175.2990169,33.26675015,5919182392,295959119.6,OK,7.516647473,2.454926785,169.5063727,20.43140303,OK,1.051767244,0.991406485,ok,B,B,ok,,
735,U-zvipe_z1_5083,1,OK,0.988869293,65.52602977,4.716829,1.8419807,-22.53,70.22092408,1.909678542,140.3703682,43.26377336,168.8381254,7.242828882,157.0714206,6.63702997,15740932421,7253885908,65015837802,2.3091E+11,4736122706,13838435664,45323094057,2.17071E+11,21.45030851,1.072515425,3.092125214,0.154606261,1.933105582,135.7444603,6.206555685,5250650711,262532535.6,OK,17.57267612,2.608732722,186.458336,10.24815611,OK,1.654560984,1.545215192,F,B,X,ok,,
738,U-zvipe_z1_5094,2,OK,0.822818839,49.43834361,2.1953702,0.65861106,-21.79,23.69965315,2.869761639,59.21103265,51.12786258,127.1793932,95.77716666,99.01347559,59.64287984,7962153419,3669195124,72747224544,2.5136E+11,2402890201,6778913131,52890476950,2.44581E+11,8.891298277,0.444564914,1.281706861,0.064085343,3.656945614,86.66834266,8.834566461,6114820697,305741034.9,OK,10.61363603,2.475999295,30.96776539,9.869138835,F,1.504601148,1.337523159,ok,X,X,X,,
741,U-zvipe_z1_5100,2,OK,0.958943328,56.7868372,3.3936515,1.3252633,-22.07,17.24690296,3.372051786,182.9186329,73.69042289,155.721008,20.89730242,138.3209436,9.253002753,10304574298,4748651750,59762256922,2.13577E+11,3021470534,8845831995,42662245405,2.04731E+11,11.13632474,0.556816237,1.605334045,0.080266702,5.537044667,95.49687206,6.532004105,6857153263,342857663.2,OK,7.927484474,2.589105587,140.7409758,7.931629066,OK,1.50478773,1.320975019,ok,B,B,ok,,
742,U-zvipe_z1_5101,1,OK,0.804249791,69.51565853,5.7033997,2.227249,-21.6,63.77892407,2.347057276,124.6084353,8.655629984,115.2074936,7.681446332,131.4474486,9.920691683,6683905897,3080140966,1.0685E+11,2.53561E+11,2982027993,5772247492,78096223314,2.47789E+11,15.0741633,0.753708165,2.172985083,0.108649254,1.256261393,80.123,11.41883362,1644479072,82223953.62,OK,13.54280791,2.457256967,132.4082701,9.84434559,OK,1.315983591,1.241799396,ok,B,B,ok,,
