KID,Name,Quality,MS_flag,Redshift,INC,Re,Re_err,Mag_H,sigma,sigma_err,Ve,Ve_err,Vopt,Vopt_err,Vc,Vc_err,Mstar,Mstar_err,Mgas,Mgas_err,MH2,MH2_err,MHI,MHI_err,SFR_tot,SFR_tot_err,SFR_Ha,SFR_Ha_err,Rot_Disp_ratio_int,Vc_int,Vc_int_err,Mstar_color,Mstar_color_err,Rout_Flag,Rflat,Rflat_err,Vflat,Vflat_err,Wiggle_Flag,log(Rgas),log(Rgas_err),Rgas_flag,BUR_Flag,NFW_Flag,MCMC_flag,,
323,S-CFHIZELS-SM14-104965,1,OK,0.807194469,49.81161384,2.9492457,1.3595351,-22.3,49.56473849,2.666139914,219.2665558,82.03528818,226.6715058,29.24716663,211.5170467,19.69718249,12735906827,5869081487,51736534455,2.86676E+11,2385938389,10821290206,37105711328,2.75854E+11,6.972461975,0.348623099,1.005100951,0.050255048,3.596298108,178.2495753,21.99142382,20574975613,1028748781,OK,13.55851445,2.46010682,171.9074552,6.521250437,OK,1.136344262,1.102415689,ok,B,B,ok,,
324,S-CFHIZELS-SM14-107086,1,OK,0.8063155,63.50791386,3.730886,1.7198534,-22.94,35.81046688,2.422865858,105.5843218,35.01801586,161.0194355,5.757127883,182.0859657,7.976386724,22963093588,10582070778,29541940695,3.27203E+11,2121053026,19323401398,20617208773,3.0788E+11,4.091206098,0.204560305,0.589759421,0.029487971,4.059446329,145.3706683,7.826353895,46399495938,2319974797,OK,13.55612605,2.459673459,198.0911243,11.5968572,OK,1.684705997,1.574230471,F,B,B,ok,,
325,S-CFHIZELS-SM14-108670,2,OK,0.809225092,55.82280956,1.0589384,0.48814648,-22.86,70.87449772,4.512267826,245.4212962,92.60603625,244.0777086,81.00470253,241.0165181,58.42894633,21331943555,9830388735,40353993475,3.24761E+11,2756367628,18233825799,28268891614,3.06527E+11,7.089208425,0.354460421,1.021930296,0.051096515,3.225631977,228.6150462,35.18582206,62762738784,3138136939,OK,7.539886915,2.462516755,237.4048548,16.18677259,OK,0.905742449,0.819511151,ok,B,B,ok,,
327,S-CFHIZELS-SM14-111852,2,OK,0.808622376,38.99119045,1.0580678,0.48774517,-22.2,28.67083309,2.832335596,134.4171085,51.8831095,136.8275895,44.59082914,142.3282015,29.05404236,11615301383,5352673449,53713395748,2.79589E+11,2314478836,9855228546,38645802190,2.69734E+11,6.880106258,0.344005313,0.991787602,0.04958938,4.33253356,124.2173465,15.8690718,17237965060,861898253,OK,10.5525961,2.461759609,162.777903,11.37573778,OK,0.952180649,0.92330659,ok,B,B,ok,,
328,S-CFHIZELS-SM14-117442,2,OK,0.807887161,25.82869051,2.0932713,0.9649504,-22.08,26.45860097,2.330602869,163.0175424,51.23632829,169.7053155,59.84278626,179.2403725,29.28372002,10399923544,4792591495,50998040810,2.70957E+11,2016279185,8757519201,36828392199,2.622E+11,5.559508142,0.277975407,0.80141949,0.040070975,6.597526729,174.5613272,30.09058062,12928019269,646400963.4,OK,13.5632935,2.460973949,144.0570445,15.30058738,OK,1.070236163,1.046191521,ok,B,B,ok,,
330,S-CFHIZELS-SM14-118544,1,OK,0.804719591,61.86129435,2.9401493,1.3553419,-21.76,65.82475936,2.883285067,134.7910399,43.15804034,140.3346916,9.358491956,134.2493183,10.09987168,7745157732,3569197112,76368406414,2.58113E+11,2391654183,6597805745,55621618219,2.51515E+11,9.063234073,0.453161704,1.306491913,0.065324596,1.170644849,77.05741549,8.712764695,8896736173,444836808.6,OK,10.5359143,2.457868001,130.4475746,5.909372833,OK,0.917446349,0.871035915,ok,B,B,ok,,
331,S-CFHIZELS-SM14-138499,1,OK,0.82198695,59.53808681,2.1297607,0.98177123,-22.12,87.84414526,5.492757184,208.5154132,84.06422991,201.3045081,65.12847656,180.0034517,20.58237463,10790225304,4972454057,1.1098E+11,2.79683E+11,4626002919,9534239237,79965691209,2.70149E+11,27.50913241,1.375456621,3.965522544,0.198276127,1.502973854,132.0274535,23.61595975,10426932522,521346626.1,OK,7.578390735,2.475092049,242.5408298,18.32766702,OK,0.968357832,0.920772638,ok,X,B,ok,,
332,S-CFHIZELS-SM14-139428,2,OK,0.807658416,72.98894461,3.7371938,1.7227613,-21.02,22.21189749,4.686826257,254.5506976,81.13298051,253.9529825,27.8862788,237.0421412,22.60307232,3917692578,1805388285,1.13038E+11,2.2056E+11,2090509772,3321269543,83419095027,2.17238E+11,9.857655785,0.492882789,1.421010145,0.071050507,10.49815758,233.184,22.86814153,2521289133,126064456.6,OK,7.534543594,2.460771633,237.602105,22.82161323,OK,1.11446557,1.005089671,ok,B,B,ok,,
333,S-CFHIZELS-SM14-145965,1,OK,0.819211657,60.86420827,4.7825093,2.869506,-22.12,66.83065616,2.911582148,189.0170937,15.03907325,204.8042214,10.30378614,200.5189343,10.7197301,10790225304,4972454057,69311677343,2.73321E+11,2875227908,9272192428,49952217620,2.64049E+11,10.84899589,0.542449794,1.563914744,0.078195737,2.897308079,193.629,10.79700593,18886209690,944310484.5,OK,10.59878239,2.472534167,200.3481802,10.73670386,OK,0.959865352,0.918136168,ok,X,B,ok,,
334,S-CFHIZELS-SM14-148830,2,OK,0.813597442,41.8173038,2.1080093,0.9717443,-22.25,63.00890223,2.364528472,128.984487,40.52228871,148.1553839,9.741823027,155.6539732,13.7316433,12162705134,5604933242,70033515067,2.85116E+11,3153079898,10504785783,50286041480,2.74612E+11,12.27605721,0.61380286,1.76962984,0.088481492,2.164139969,136.3600837,14.90145127,22825677989,1141283899,OK,10.1955349,1.849915419,203.6982788,14.98361941,OK,1.714473061,1.640674755,F,B,B,ok,,
336,S-CFHIZELS-SM14-159913,1,OK,0.8176444,53,2.9499652,1.7699791,-20.58,28.66199538,2.746811496,124.3385679,55.28161127,128.0091626,20.40058734,135.5816621,12.60727798,2612342630,1203844530,1.46719E+11,1.98762E+11,2007850958,2212757064,1.08805E+11,1.96549E+11,11.11133777,0.555566888,1.601732099,0.080086605,4.454098718,127.6633568,12.99253566,1390993735,69549686.77,OK,13.61774133,2.470853164,122.806298,10.9236363,OK,1.444254209,1.336926721,ok,B,B,ok,,
337,S-CFHIZELS-SM14-164290,2,F,0.816475812,36.76463939,2.7790155,0,-22.02,44.93862696,3.67564472,110.7828523,39.90029991,98.31473729,11.27042811,59.82240371,9.05873118,9840798965,4534930399,65342077507,2.67E+11,2513428546,8394214794,47239585685,2.58606E+11,8.754729165,0.437736458,1.262020021,0.063101001,1.036992075,46.601,7.081548136,22692128644,1134606432,OK,5.670801435,1.852075993,60.45150575,9.092523023,OK,0.783876852,0.733571853,ok,X,X,D,,
338,S-CFHIZELS-SM14-172833,2,OK,0.804706513,54.7054101,5.205981,3.1235888,-21.34,54.09144656,4.402832509,335.2331766,21.63569812,264.765051,27.30338451,265.4278538,29.58238737,5260538867,2424211459,55623734859,2.29222E+11,1289050291,4329127658,40853146292,2.24893E+11,3.29122738,0.164561369,0.47444013,0.023722007,4.883008623,264.129,29.70884389,9834789055,491739452.7,F,7.524404723,2.457460292,265.3430182,29.29068567,OK,1.689360518,1.587341356,F,X,X,ok,,
341,S-CFHIZELS-SM14-195038,2,OK,0.809220422,64.10687494,1.0588971,0.48812744,-21.24,22.90965614,2.921716114,163.2308561,64.76450742,162.6565014,54.69176189,161.3476743,34.20178663,4797666775,2210906348,58719297423,2.22852E+11,1276464076,3946940360,43190100261,2.18905E+11,3.371984094,0.168599205,0.486081449,0.024304072,6.90298859,158.1450949,18.16375963,5784910702,289245535.1,OK,10.55604956,2.462565249,170.3880623,11.057035,OK,0.873279128,0.825067399,ok,X,X,ok,,
345,S-CFHIZELS-SM14-216212,2,OK,0.811673944,53,2.7626717,0,-20.34,21.10742056,3.607402858,37.42133712,15.63736986,71.65243962,10.7755975,76.77489603,12.00252064,2094258215,965095951.7,1.25658E+11,1.88312E+11,1428698713,1740971522,93405814866,1.86571E+11,6.422368536,0.321118427,0.92580336,0.046290168,1.518828793,32.05855809,2.918592856,220029371.4,11001468.57,OK,7.546912832,2.46481141,70.6145267,10.12210804,OK,0.987207747,0.930616098,ok,X,X,ok,,
346,S-CFHIZELS-SM14-228100,1,OK,0.816892455,53,2.1381419,1.2828851,-20.26,39.36317427,3.200028822,94.28618062,34.00149193,101.6820015,10.48402027,112.366126,10.17193352,1945495622,896541761.2,1.67211E+11,1.86326E+11,1810400080,1640227649,1.24361E+11,1.84686E+11,10.55660305,0.527830152,1.521765454,0.076088273,1.003338166,39.49457506,6.420921578,1215759329,60787966.47,OK,7.941152957,1.852549782,92.40906136,9.252304267,OK,0.773633089,0.740807558,ok,X,X,ok,,
358,S-CFHIZELS-SM14-85179,2,OK,0.815391525,34.47123031,1.0667754,0.49175918,-22.43,46.40697226,1.932784669,220.8849047,62.70077177,218.3950232,52.65108484,215.1116769,32.45141701,14355895926,6615620242,71895791476,2.97807E+11,3683942603,12502409156,51287104416,2.85304E+11,15.27873914,0.763936957,2.202475294,0.110123765,3.5342535,164.0140042,12.16912217,21552876550,1077643828,OK,14.73856351,1.851382571,226.9594562,16.74903911,OK,0.908354654,0.889850358,ok,B,B,ok,,
359,S-CFHIZELS-SM14-85797,2,OK,0.818791327,42.92764504,1.0714458,0.4939121,-23.4,39.55599823,1.935856661,196.187825,75.8216541,192.9412801,62.82774589,188.6666597,39.76812967,35077613000,16164798618,44085883965,3.71869E+11,4406549768,30738799197,29834085862,3.4113E+11,13.70362751,0.685181375,1.975418308,0.098770915,4.759323711,188.2598003,20.94287861,1.1712E+11,5856009518,OK,14.75921533,1.853976747,167.0110707,9.376103404,OK,1.2230019,1.197082954,ok,B,B,ok,,
363,S-CFHT-NBJ-2048,1,OK,0.815117006,53,2.6084435,1.5650661,-19.87,18.45018511,3.454617881,124.8383215,44.54443564,110.1022323,15.82992628,95.60899047,10.44523454,1358408841,625994857.8,1.39257E+11,1.6914E+11,1130606791,1115939776,1.03854E+11,1.68024E+11,5.050873898,0.252543695,0.728098364,0.036404918,2.343340638,43.23506856,5.338232463,600029389.5,30001469.48,OK,7.557669482,2.468324517,95.45442826,9.991598803,OK,0.734964313,0.68582706,ok,X,X,ok,,
364,S-CFHT-NBJ-956,2,OK,0.808736768,64.3962938,3.7420652,1.7250068,-21.68,28.53134634,1.837732522,78.10860326,7.93383894,126.2961587,8.915085441,162.9949141,11.37110906,7194991691,3315664374,52220373898,2.45899E+11,1555592751,5977133584,38093820411,2.39922E+11,4.037021371,0.201851069,0.581948533,0.029097427,5.048685209,144.0457863,12.09060399,11690169115,584508455.7,OK,14.69606231,1.846043789,181.9322803,17.42061325,OK,1.343593208,1.253431345,ok,B,B,ok,,
367,S-NBJ-CFHT-1713,2,OK,0.761876155,69.31746139,2.7834086,1.283088,-22.07,40.72047411,3.259288379,126.7876781,46.67106723,159.1759379,18.65309604,206.3832158,10.10464017,10304574298,4748651750,50478015344,2.92507E+11,1825876987,8643917444,36580555156,2.83863E+11,4.764572705,0.238228635,0.686827203,0.03434136,4.422952897,180.104739,10.56083234,19837209632,991860481.6,OK,7.752152933,1.808458961,192.1805309,12.12629947,OK,1.68860791,1.581611557,F,B,X,ok,,
371,S-NBJ-CFHT-1739,2,OK,0.803848966,40.61038013,2.082567,0.960016,-23.12,25.54089856,2.353050223,183.6907046,53.78975612,175.5390493,6.204441583,189.1826675,13.95113638,27103820906,12490240049,51007566984,3.55916E+11,4122374791,23700831031,35252024206,3.32215E+11,13.84736975,0.692368488,1.996139177,0.099806959,7.150933344,182.6412632,14.18187565,53488849970,2674442499,OK,10.1542271,1.84242038,238.6965416,14.67059777,OK,1.261982721,1.178813831,ok,B,X,ok,,
373,S-NBJ-CFHT-1745,1,OK,0.817216932,49.86172185,2.1171663,0.9759654,-21.28,68.17863457,2.450548021,160.1986012,50.02817802,176.4436495,7.209180542,216.6705567,6.497572976,4977719809,2293880096,1.03186E+11,2.29369E+11,2341766701,4241833266,75822566411,2.25127E+11,10.80071781,0.540035891,1.556955317,0.077847766,2.408717098,164.2230428,2.50330389,6829408351,341470417.6,OK,10.21103885,1.852728513,221.0142695,24.66415623,OK,0.976883858,0.942272153,ok,B,X,ok,,
374,S-NBJ-CFHT-1759,2,OK,0.803153784,27.09851391,3.1302242,1.8781346,-22.88,32.19756912,2.970094945,306.0160359,99.35643546,323.5779468,22.10691866,339.176508,21.24938614,21728504992,10013135941,76854292931,3.42516E+11,5267354974,19296928009,53824765381,3.23219E+11,25.0993053,1.254965265,3.618138861,0.180906943,10.4590659,336.7564973,21.36201738,39208121147,1960406057,OK,10.52779686,2.455974326,333.8312236,45.60447433,OK,1.144802495,1.093974556,ok,B,B,ok,,
375,S-NBJ-CFHT-1770,1,OK,0.772521049,62.19503048,2.0013447,0.9225744,-21.38,51.04534826,2.917528863,126.2987489,56.54508639,145.4426121,46.46316632,149.8327844,13.24743261,5457953574,2515185979,1.08747E+11,2.5462E+11,2447567022,4669700095,79924636025,2.49951E+11,11.67308808,0.583654404,1.682710063,0.084135503,2.22903374,113.7818035,14.58972947,3916023582,195801179.1,OK,10.38746635,2.423237359,134.5589746,10.74254007,OK,1.252408394,1.1349405,ok,B,B,ok,,
376,S-NBJ-CFHT-1774,1,OK,0.812180396,53,2.7643955,0,-21.46,16.41456891,3.50716669,146.6565151,59.00753725,138.9429876,22.76109162,125.7815701,16.71614402,5875296754,2707510025,1.07605E+11,2.42025E+11,2754759283,5051816904,78834563092,2.36973E+11,13.69843538,0.684921769,1.974669848,0.098733492,7.286185175,119.5995886,16.68827042,10634671643,531733582.2,OK,7.548704968,2.465396719,107.0035007,10.68579514,OK,0.600399678,0.564224588,ok,X,X,ok,,
377,S-NBJ-CFHT-1787,1,OK,0.81309285,66.09752325,3.762009,1.7342005,-22.69,30.28340885,1.838643697,159.2649795,5.032773954,189.4143639,9.818035271,183.5571038,14.39817159,18240233531,8405637572,49923248955,3.12638E+11,3053050897,15694376059,35240750420,2.96944E+11,9.364051924,0.468202596,1.349855693,0.067492785,5.970987237,180.8218477,14.45389739,43818349575,2190917479,OK,14.72425233,1.849584874,156.8470603,12.34980954,OK,1.695223773,1.598766339,F,X,X,ok,,
380,S-NBJ-CFHT-1793,2,OK,0.815569884,74.29584392,4.528201,2.0873976,-21.72,45.80439198,3.763609558,139.9468296,50.27365708,153.3369853,14.16666115,166.5683,11.93511775,7465001516,3440092865,71968027430,2.50062E+11,2232779630,6331908553,52432517143,2.4373E+11,8.002717496,0.400135875,1.153615322,0.057680766,2.03155191,93.054,12.99846965,12721564730,636078236.5,OK,7.559312491,2.468861121,165.9841937,12.03363092,OK,1.102185313,0.818651628,ok,B,B,ok,,
381,S-NBJ-CFHT-1795,2,OK,0.808946386,34.31392773,7.21296,4.327776,-21.4,36.72749943,2.845797256,103.0600238,11.04221963,104.3353614,12.23394628,104.3353614,12.23394628,5559426853,2561947858,78142254226,2.35464E+11,1905119266,4679443366,57321154105,2.30784E+11,6.85677508,0.342838754,0.988424344,0.049421217,2.540303627,93.299,12.77167579,9530303781,476515189,F,7.915478471,1.846560317,104.3037307,12.19357622,OK,0.831727749,0.800042369,ok,X,X,ok,,
385,S-NBJ-CFHT-C343,2,OK,0.809067506,67.81526681,2.0962715,0.96633345,-22.11,44.07806592,1.634927196,109.3363259,36.96662281,132.9945331,10.4156849,162.5991097,10.99631268,10691297668,4926865285,44362577372,2.70189E+11,1795263196,8940025719,32005499380,2.61249E+11,4.361358025,0.218067901,0.628702618,0.031435131,3.149525276,138.8249827,11.80202669,18104195334,905209766.7,OK,16.96376377,1.846780683,138.8515121,9.829771973,OK,1.535233844,1.406455084,ok,B,B,ok,,
387,S-zvipe_z1_1055,2,OK,0.968142356,42.77213059,2.4854577,1.4912746,-21.67,44.3537054,3.377250493,174.5308209,59.31897238,168.2909997,40.98620507,141.481571,8.106764231,7129026107,3285265487,98541320933,1.96363E+11,3815114495,6213885293,71222711608,1.90149E+11,20.97355199,1.048677599,3.023399357,0.151169968,1.948505761,86.42345048,3.713025113,2855998291,142799914.6,OK,7.945533308,2.595000312,167.5020477,12.61387764,OK,1.603590009,1.442577643,F,X,X,ok,,
388,S-zvipe_z1_1056,1,OK,0.84007594,69.07205679,3.0692112,1.4148365,-22.72,57.58518913,3.64423527,145.6917231,48.2536594,162.7766307,11.73653615,163.4279321,13.71460414,18751236277,8641122708,47074917916,3.00312E+11,3076425987,16123112763,33081572879,2.84189E+11,9.209342357,0.460467118,1.327553853,0.066377693,2.449515633,141.055821,13.65808158,34666943933,1733347197,OK,7.632057874,2.492619664,158.5915461,15.76821744,OK,0.978161322,0.859908769,ok,B,B,ok,,
389,S-zvipe_z1_1058,2,OK,0.83612445,35.75464491,1.0939982,0.5043083,-22.67,34.04682631,2.780466552,163.9488835,59.15217947,164.1476023,49.44963187,164.5721757,29.77667979,17907304194,8252213915,60511868524,3.0281E+11,3795232604,15594395228,42644087158,2.87216E+11,14.26673949,0.713336974,2.056592561,0.102829628,4.047559615,137.8065592,13.12332729,22835560929,1141778046,OK,10.66803317,2.488689316,212.6535149,16.82392056,OK,1.270329326,1.184940118,ok,B,B,ok,,
393,S-zvipe_z1_1064,2,OK,0.800439392,45.11055581,1.047302,0.48278236,-21.92,30.07728054,3.885391962,271.3959243,100.7727485,261.2406564,83.33189375,237.5809762,50.55502785,8974912159,4135904221,58397888305,2.66036E+11,2034226140,7568979567,42378693357,2.58467E+11,6.137144771,0.306857239,0.884687513,0.044234376,7.6294393,229.4727862,27.32607447,13617802326,680890116.3,OK,7.510989844,2.453079011,230.9799263,22.58513622,OK,1.122715553,1.035498328,ok,X,X,ok,,
395,S-zvipe_z1_1066,1,OK,0.97405976,48.52964008,1.2744509,0.5874928,-22.37,70.71895423,2.810706332,201.4610368,74.45892588,224.3558723,65.56831038,262.2952728,41.29821739,13584088881,6259948793,72186087147,2.2782E+11,4604361916,11934264986,50813327241,2.15885E+11,22.00029488,1.100014744,3.171407371,0.158570369,2.59627069,183.6055481,10.90620113,21644136320,1082206816,OK,11.14279169,2.599443234,263.0613942,23.38153548,OK,0.818203828,0.783477579,ok,B,B,ok,,
397,S-zvipe_z1_1069,1,OK,0.815069608,52.80865119,2.111762,0.97347414,-22.8,36.06589841,1.777289429,134.006884,41.39529473,181.8432524,14.02579876,187.6320087,21.24963265,20185052169,9301867359,43617355850,3.1808E+11,2887434266,17301294695,30624001191,3.00779E+11,7.958673311,0.397933666,1.147266223,0.057363311,5.064928217,182.6711865,21.73824778,42108439110,2105421956,OK,14.73481549,1.850911764,250.8147218,15.90195048,OK,1.257188073,1.188974604,ok,B,B,ok,,
398,S-zvipe_z1_1070,2,OK,0.799530419,33.50997729,5.798157,3.4788947,-21.61,60.0830527,3.611219142,220.4942154,12.72880661,256.7566091,23.30362485,260.9363724,28.16605,6745752740,3108641815,77670303241,2.51482E+11,2164980692,5717793142,56770919210,2.45765E+11,8.038732044,0.401936602,1.158806925,0.057940346,4.091303436,245.818,29.62249612,6272611976,313630598.8,F,9.385889595,3.065418705,260.6791678,27.86683742,OK,0.817112079,0.789969041,ok,B,B,ok,,
407,S-zvipe_z1_1168,2,OK,0.89917577,53,2.29,1.3740001,-19.85,20.41040475,2.378517902,58.11409857,23.28495806,77.16210393,25.46211489,97.87247258,10.15838901,1333614523,614568904.7,1.11496E+11,1.44122E+11,1034490494,1086906209,83053662441,1.43035E+11,3.942574989,0.197128749,0.568333809,0.02841669,2.656167523,54.21345422,6.530678871,82324603813,4116230191,OK,14.02195181,2.544194601,47.80875755,3.991155814,OK,1.156424638,1.112311405,ok,X,X,ok,,
409,S-zvipe_z1_1172,2,OK,0.808350852,37.64579253,3.7403374,1.7242104,-22.1,35.33945884,3.001290013,124.6906992,41.94746106,102.9307168,7.190630035,94.89894389,8.136415446,10593277028,4881694483,55069147469,2.73308E+11,2210057783,8967678285,39743676455,2.6434E+11,6.59050634,0.329525317,0.95004092,0.047502046,1.374512305,48.57452105,6.8974974,14979125808,748956290.4,OK,10.55153808,2.461512789,101.2550679,10.03765683,OK,0.917309826,0.888045154,ok,X,X,ok,,
411,S-zvipe_z1_1282,2,OK,0.815467097,43.41418944,2.7290645,1.6374388,-22.75,62.35888815,3.420274512,203.5742313,72.46130458,279.2834497,36.33532302,259.1618708,27.53284913,19276588702,8883220600,37685351022,3.11082E+11,2411906505,16351938619,26521386855,2.9473E+11,5.724600428,0.286230021,0.82521803,0.041260901,3.906185166,243.5853639,29.04695859,34215896649,1710794832,OK,7.556873174,2.468064444,256.0812387,25.59472306,OK,0.882762944,0.819865355,ok,B,B,ok,,
414,S-zvipe_z1_1304,2,OK,0.973408141,32.59165253,1.2737037,0.58714837,-23.23,39.79342784,1.916461476,275.2272103,78.88961465,274.7182895,63.79820308,274.3723232,7.559517111,29993697066,13821980215,60272397017,2.85122E+11,6851389911,26874208528,40166170757,2.58248E+11,32.4986739,1.624933695,4.684779661,0.234238983,1.809590876,72.00982395,6.866940246,32046773477,1602338674,OK,13.12978194,1.949167648,267.5701029,10.3573618,OK,0.933989513,0.922072802,ok,B,B,ok,,
415,S-zvipe_z1_1306,2,OK,0.821404557,53.96410473,3.0010967,1.3834373,-21.66,28.52594856,2.315340124,49.88285197,45.28727959,92.74775981,55.07425134,72.42104671,42.99834395,7063665313,3255145306,46974312405,2.37996E+11,1410622957,5832035365,34258413119,2.32164E+11,3.330295406,0.16651477,0.480071902,0.024003595,1.315527983,37.52668358,3.589721653,5544689335,277234466.7,OK,13.63613593,2.474190748,120.5292094,10.48340114,F,1.740212676,1.695871508,F,B,X,X,,
417,S-zvipe_z1_1315,1,OK,0.819721297,65.99039215,2.99501,1.3806314,-22.26,36.53528892,3.16150797,201.6153007,79.93156517,190.2065049,25.86305758,186.6689276,17.29281384,12275247849,5656796244,54162457974,2.78647E+11,2481954632,10450876991,38857521310,2.68196E+11,7.608476878,0.380423844,1.096784374,0.054839219,5.05780591,184.7884002,17.35772821,9424752679,471237634,OK,10.60115757,2.47308826,210.8251827,12.8065511,OK,1.29467768,1.181379088,ok,X,X,ok,,
419,S-zvipe_z1_1318,2,OK,0.924631082,49.12205749,3.1471405,0,-22.39,59.94112206,3.520532449,186.4438182,67.65163571,204.2896941,17.03780789,193.510562,9.964842537,13836617479,6376321419,44066814687,2.40001E+11,2634719402,11775891728,31151951342,2.28225E+11,7.51325924,0.375662962,1.083058471,0.054152924,2.1892197,131.2242853,5.695055277,18204742882,910237144.1,OK,7.851058694,2.564145032,167.0449245,9.171798247,OK,1.296440596,1.178831977,ok,X,X,ok,,
420,S-zvipe_z1_1320,2,OK,0.924574822,53,6.1699443,3.7019665,-22.46,27.28182663,3.28851591,115.2040065,14.31773342,129.940216,12.29539903,129.940216,12.29539903,14758078400,6800957788,46637906828,2.45206E+11,2926510969,12634144169,32865711172,2.32572E+11,8.940164668,0.447008233,1.288751096,0.064437555,3.568126186,97.345,12.38183157,12073793036,603689651.8,OK,7.851610739,2.564325329,130.1228916,12.3922681,OK,1.335755285,1.157558816,ok,B,B,ok,,
421,S-zvipe_z1_1322,2,F,0.841009956,27.75858042,2.5947118,1.5568272,-22.86,20.25978883,2.316863774,67.943908,26.33711938,84.65145536,8.038647641,67.71740128,7.806817401,21331943555,9830388735,49748937353,3.12064E+11,3584617540,18495975857,34710014897,2.93568E+11,11.63190907,0.581595454,1.676773988,0.083838699,1.772154308,35.90347206,3.62555705,22310265285,1115513264,OK,13.7423961,2.493470985,53.42358339,4.29550165,OK,0.870570981,0.860145551,ok,X,X,X,,
426,S-zvipe_z1_1530,1,F,0.818540738,52.04532436,2.990567,1.3785833,-22.09,29.52428395,2.344711758,89.07963437,30.79749832,95.58894443,8.20627858,83.54032433,7.534786456,10496155066,4836937818,61871236491,2.69809E+11,2509812652,8949056862,44632649503,2.6086E+11,8.433413081,0.421670654,1.21570136,0.060785068,1.235278518,36.47071372,4.876058103,18166865440,908343272,OK,10.50982103,1.906940652,73.89794946,5.707283449,OK,0.903749957,0.864057124,ok,X,X,ok,,
427,S-zvipe_z1_1531,2,F,0.927871857,44.99473003,1.214008,0.55963004,-24.46,53.26138172,3.845809899,341.5206953,99.07943651,339.5371925,81.03166884,335.9985308,45.69819877,93117182123,42911143836,37532199210,4.37024E+11,8525303439,84151103792,21809696069,3.52873E+11,29.04226891,1.452113445,4.18652869,0.209326435,1.898646748,101.1245492,11.59413485,4.10765E+11,20538232351,OK,7.858857036,2.56669196,311.7492056,9.524353926,OK,0.856767508,0.818627779,ok,B,B,ok,,
428,S-zvipe_z1_1532,2,OK,0.862062274,53,2.934177,0,-21.46,25.10658965,2.782936833,179.0323841,58.89765971,137.108598,16.13713843,127.4925381,12.67198472,5875296754,2707510025,89708494499,2.20091E+11,2505884136,5014823807,65565872454,2.15076E+11,10.93131522,0.546565761,1.575781318,0.078789066,4.208756379,105.6675193,12.22662069,5082438328,254121916.4,OK,10.77076782,2.512655743,148.3328401,7.876589685,OK,0.958400356,0.905243016,ok,X,X,ok,,
431,S-zvipe_z1_1538,1,OK,0.855393115,53,2.8297935,1.6978761,-21.77,14.13144934,2.30469419,170.0630438,64.21611573,169.4293951,19.05897096,173.0499796,12.94036763,7816824443,3602223246,60035372263,2.34176E+11,2068564496,6589750837,43584065990,2.27587E+11,6.527356914,0.326367846,0.940937744,0.047046887,12.17317385,172.0245895,13.01274353,869214449.9,43460722.49,OK,13.81570849,2.506773055,168.9071066,10.63216154,OK,1.038558967,1.015200215,ok,B,B,ok,,
433,S-zvipe_z1_1540,2,OK,0.853700713,59.75629639,2.2117953,1.0195873,-21.84,47.56952427,4.022935854,165.6818745,58.35293179,170.3401795,49.47205366,191.2429628,14.30476904,8337392296,3842116266,61201815133,2.39133E+11,2209907799,7054241446,44354817545,2.32079E+11,7.200533951,0.360026698,1.037978199,0.05189891,3.089273534,146.9552723,14.90953693,11593115310,579655765.5,OK,7.670491268,2.505171958,180.6325163,12.10971351,OK,1.327152201,1.22078235,ok,B,B,ok,,
435,S-zvipe_z1_1542,1,OK,0.815544471,56.91490233,2.112905,0.9740011,-23.55,65.08117514,3.442188243,172.1029007,54.82620679,182.4601476,49.02454544,185.5619112,16.21929393,40274474332,18559665591,47769426324,3.91838E+11,5243563920,35636985566,31974332635,3.56201E+11,17.98711159,0.899355579,2.592895168,0.129644758,1.920037515,124.9582978,20.05991058,92979863882,4648993194,OK,7.557951689,2.468416685,188.0917901,20.28123005,OK,0.917096868,0.853714193,ok,B,B,ok,,
436,S-zvipe_z1_1543,2,OK,0.842992417,40.79667368,2.1840549,1.0067996,-23.28,88.33004332,2.710093285,210.4636399,62.85768984,231.9291336,9.892990639,191.6964994,11.59528649,31407289586,14473405339,52668672142,3.49643E+11,5055940621,27735904384,35799046256,3.21907E+11,18.72847982,0.936423991,2.699765585,0.134988279,1.092170033,96.4714263,12.80498906,59461967477,2973098374,OK,10.31439734,1.871482259,151.7084924,10.61537524,OK,1.018605554,0.989580221,ok,B,B,ok,,
439,S-zvipe_z1_1571,2,OK,0.844863191,35.66834566,1.105485,0.5096034,-23.93,56.5103233,2.616495004,175.1510928,61.45408726,175.1451683,52.59024108,175.1327555,34.85426692,57151852256,26337259104,53326761124,4.21623E+11,7826178423,51635927538,34210964437,3.69987E+11,32.49979538,1.624989769,4.684941325,0.234247066,2.781423334,157.1791318,17.9766886,1.17918E+11,5895918069,OK,13.76222176,2.497068224,176.8069908,12.04712005,OK,1.041609678,1.01655945,ok,B,B,ok,,
