KID,Name,Redshift,INC,Re,Re_err,Ve,Ve_err,Vopt,Vopt_err,Vout,Vout_err,Mstar,Mstar_err,MH2,MH2_err,MHI,MHI_err,Rot_Disp_ratio_int,log(Rgas),log(Rgas_err),Rout_Flag,Mstar_flag,Wiggle_Flag,Rgas_flag,,ve,,m,,,check HI,check H2,check star
510,S-zvipe_z1_3500,0.821218208,53,1.2165413,0.7299248,99.97514309,35.71968646,92.84693063,29.04870577,81.09890378,18.18281912,5.77E+09,2.66E+09,1.49E+09,4.78E+09,4.26E+10,2.24E+11,1.365561407,1.047608289,0.961835732,OK,F,OK,ok,,1.999892034,,10.69802149,,,0,0,1
511,S-zvipe_z1_3506,0.961209713,38.20408506,2.4905024,1.1480649,285.2381887,85.14590641,265.5315794,59.66573392,264.0719533,18.43939126,2.32E+10,1.07E+10,2.57E+09,1.96E+10,1.89E+10,2.37E+11,14.43115559,1.555199596,1.35773265,OK,OK,OK,F,,2.45520767,,10.64978574,,,0,0,1
519,S-zvipe_z1_817,0.910927808,53,3.5207057,2.1124234,140.9635936,6.982748023,123.3067709,11.24482862,103.158364,7.608097288,2.81E+09,1.30E+09,1.42E+09,2.33E+09,6.14E+10,1.65E+11,5.268620261,1.039654093,0.962344029,OK,OK,OK,ok,,2.149106963,,10.81696458,,,0,0,1
520,S-zvipe_z1_819,0.920533461,53,3.301965,1.981179,94.47391199,35.28350832,83.34928764,12.68493844,119.5945901,13.84046847,1.45E+09,6.68E+08,1.32E+09,1.20E+09,9.57E+10,1.42E+11,4.063765939,0.727150073,0.679405123,OK,OK,OK,ok,,1.975311899,,10.99318666,,,0,1,1
528,S-zvvd_z1_186,0.822469938,63.4407192,3.8056493,1.7543176,198.0558318,58.30010437,193.0563451,7.996431159,189.5029186,12.80695528,5.31E+10,2.45E+10,3.94E+09,4.61E+10,1.90E+10,3.65E+11,3.528886494,0.968805336,0.903339579,OK,OK,OK,ok,,2.296787635,,10.88113546,,,0,0,1
530,S-zvvd_z1_206,0.807419543,67.48436152,5.2066064,2.400127,166.1241278,11.88724127,167.6985637,16.16293735,169.8680322,17.10281235,2.92E+10,1.34E+10,2.93E+09,2.50E+10,2.34E+10,3.28E+11,1.444721066,1.101775791,0.956574347,OK,OK,OK,ok,,2.220432714,,10.74466461,,,0,0,1
534,S-zvvd_z1_450,0.840096996,65.55989178,6.1531253,2.8364508,99.35869479,58.54136904,50.13925659,31.53412453,60.95474552,37.22850522,2.30E+10,1.06E+10,2.69E+09,1.96E+10,2.46E+10,2.93E+11,2.337092064,1.055416851,0.971562332,OK,OK,F,ok,,1.997205878,,10.70099427,,,0,0,1
535,S-zvvd_z1_458,0.924319351,40.44520386,1.2093868,0.55749977,250.7466555,88.5731558,246.7325347,75.20972145,239.527188,49.77415035,7.06E+10,3.26E+10,3.59E+09,6.08E+10,1.15E+10,3.20E+11,17.07207892,1.70086992,1.615114227,OK,F,OK,F,,2.399235149,,10.93324527,,,0,0,1
536,S-zvvd_z1_475,0.901271987,45.20649697,3.2928438,1.517926,103.8128468,35.00438879,96.23774644,8.361535521,86.103449,9.881865509,5.26E+10,2.42E+10,6.14E+09,4.68E+10,2.60E+10,3.24E+11,2.261631815,1.028559794,0.984686116,OK,F,OK,ok,,2.016251101,,10.92806414,,,0,0,1
539,S-zvvd_z1_503,0.991856585,42.26076902,3.3759542,0,86.90451363,36.55807777,100.5712621,15.88122973,92.98260997,11.25887651,7.19E+09,3.32E+09,2.22E+09,6.07E+09,3.95E+10,1.77E+11,2.841023732,1.703973435,1.614773454,OK,OK,OK,F,,1.939042333,,10.68943225,,,0,0,1
542,S-zvvd_z1_888,0.832809407,53,2.8346097,0,102.5979755,36.31738168,113.2086407,9.815364459,114.5109273,9.051070305,2.84E+09,1.31E+09,1.34E+09,2.35E+09,6.64E+10,1.90E+11,1.799367203,1.189353388,1.110054762,OK,OK,OK,ok,,2.011138791,,10.84840618,,,0,0,1
553,U-HiZ_z1_114,0.832713052,52.6199016,2.1673918,0,180.7123022,68.5835723,156.3483489,43.73562021,166.104549,12.77707149,1.36E+10,6.26E+09,3.82E+09,1.19E+10,5.38E+10,2.74E+11,1.267006548,0.784651314,0.717824945,OK,OK,OK,ok,,2.256987719,,10.85250455,,,0,0,1
556,U-HiZ_z1_123,0.838422724,48.52173944,2.2725632,1.363538,243.0941034,84.72143414,218.570756,64.62834238,180.5196929,21.03195,1.69E+10,7.81E+09,2.90E+09,1.45E+10,3.39E+10,2.78E+11,5.839735644,0.844326023,0.77751534,OK,OK,OK,ok,,2.385774425,,10.73038101,,,0,0,1
560,U-HiZ_z1_132,0.841548603,30.15313943,2.4271846,0.94784594,131.0937041,41.06816126,145.9343838,6.368597755,126.8480865,8.071087324,2.28E+10,1.05E+10,3.09E+09,1.95E+10,2.83E+10,2.94E+11,4.194284627,1.005613508,0.979875656,OK,OK,OK,ok,,2.117581835,,10.73384831,,,0,0,1
563,U-HiZ_z1_139,0.841690919,59.11697114,1.8334421,0.715982,126.9125087,40.64051599,156.5537285,40.56762797,166.7108015,9.88922008,1.08E+10,4.97E+09,3.35E+09,9.35E+09,5.59E+10,2.56E+11,1.313864379,0.895143959,0.84062325,OK,OK,OK,ok,,2.103504429,,10.84548791,,,0,0,1
572,U-HiZ_z1_204,0.839484702,56.23119525,1.8285182,0.7140592,202.2760773,76.10223124,184.5064727,57.17800352,185.7828313,16.44082558,1.11E+10,5.11E+09,3.02E+09,9.55E+09,4.94E+10,2.56E+11,1.79852138,0.821362076,0.788240427,OK,OK,OK,ok,,2.305944523,,10.80301062,,,0,0,1
573,U-HiZ_z1_205,0.843690839,50.20669396,2.4331105,0.9501601,207.6810981,69.32715263,198.0191317,15.48790012,189.8669637,12.00718688,2.97E+10,1.37E+10,2.96E+09,2.54E+10,2.19E+10,3.08E+11,4.871463105,1.178100005,1.117053569,OK,OK,OK,ok,,2.317396971,,10.73662602,,,0,0,1
574,U-HiZ_z1_208,0.836158015,66.44967323,4.9710264,1.941248,177.7633166,22.2680487,216.8022294,6.932259084,205.3502079,9.253403295,9.66E+09,4.45E+09,3.07E+09,8.33E+09,5.65E+10,2.51E+11,2.209805921,1.216907578,1.133802122,OK,OK,OK,ok,,2.249842145,,10.84022899,,,0,0,1
576,U-HiZ_z1_31,0.835747551,68.84773244,2.957641,1.1549958,97.20992813,32.17197145,120.708462,10.44362137,131.746655,12.64516528,6.10E+09,2.81E+09,3.31E+09,5.29E+09,8.82E+10,2.31E+11,1.958733747,1.042831338,0.96975097,OK,OK,OK,ok,,1.987710622,,10.98965574,,,0,0,1
577,U-HiZ_z1_33,0.838367625,56.32227249,1.8261697,0.7131421,69.9739967,26.08465511,83.321781,26.07614575,91.67500058,10.02888648,1.06E+10,4.88E+09,1.63E+09,8.80E+09,2.77E+10,2.46E+11,1.396489875,1.637351725,1.48574541,OK,F,OK,F,,1.84493668,,10.6016139,,,0,0,1
583,U-HiZ_z1_44,0.833836328,52.75784901,3.4721093,1.3559021,102.0095337,41.04026284,221.7322961,24.70134857,228.5992161,24.55773641,3.78E+10,1.74E+10,3.76E+09,3.28E+10,2.33E+10,3.33E+11,4.553917065,1.731008585,1.674264222,OK,OK,OK,F,,2.008640762,,10.81197539,,,0,0,1
584,U-HiZ_z1_49,0.963470663,47.61673669,2.7786853,1.0851113,168.7085956,71.68528644,150.6588727,21.75124643,115.4545099,11.9745545,9.75E+09,4.49E+09,2.46E+09,8.27E+09,3.60E+10,1.99E+11,2.640457541,1.662731106,1.531885165,OK,OK,OK,F,,2.22713721,,10.68282387,,,0,0,1
594,U-HiZ_z1_84,0.840263632,53,2.1870446,0,67.14211596,29.0663364,70.34171238,25.29964778,74.13318068,10.42577776,1.66E+09,7.67E+08,1.83E+09,1.40E+09,1.37E+11,1.72E+11,1.574534369,0.822174102,0.7517934,OK,OK,OK,ok,,1.826995024,,11.14705583,,,0,1,1
598,U-HiZ_z1_96,0.839854634,36.4288123,1.748568,1.0491409,290.9685373,97.81258696,296.1956183,78.70316232,297.8309107,16.03415215,3.29E+10,1.52E+10,5.08E+09,2.90E+10,3.49E+10,3.27E+11,4.384512164,0.842861229,0.795120238,OK,OK,OK,ok,,2.463846031,,10.86231847,,,0,0,1
600,U-zuds_z1_100,0.824522973,47.38433188,2.1460745,0,139.0135206,52.23924846,139.5496936,55.01022718,119.3640531,21.36886752,6.44E+09,2.97E+09,3.98E+09,5.66E+09,1.03E+11,2.41E+11,5.800433917,0.791579837,0.752938139,OK,OK,OK,ok,,2.143057042,,11.05638033,,,0,0,1
605,U-zuds_z1_113,0.916177527,53,2.3846338,0,181.6890744,67.40420003,201.348246,62.03456741,195.8841079,27.21123711,2.66E+09,1.23E+09,4.14E+09,2.34E+09,1.86E+11,1.72E+11,7.626316169,0.821513728,0.771151862,OK,OK,OK,ok,,2.259328813,,11.28443391,,,1,1,1
606,U-zuds_z1_118,1.036549887,39.99826108,3.3151658,1.9890995,137.9467742,47.2864544,192.0266335,14.84597967,285.464807,19.82915928,1.56E+10,7.19E+09,3.02E+09,1.33E+10,2.69E+10,1.95E+11,6.468584493,0.651689136,0.619671909,OK,OK,OK,ok,,2.139711549,,10.65838777,,,0,0,1
613,U-zuds_z1_139,0.899760924,38.75860247,1.9598911,0.76536196,104.1181078,33.37818305,121.5002453,32.47645752,140.1000039,11.98928707,1.01E+10,4.66E+09,3.93E+09,8.83E+09,6.22E+10,2.30E+11,2.231301488,0.808186974,0.784330235,OK,OK,OK,ok,,2.017526267,,10.88241638,,,0,0,1
618,U-zuds_z1_147,0.882540585,40.72666228,3.6747413,1.4350324,123.8872207,37.0434134,153.5871034,14.40706402,174.1983288,18.07495143,3.32E+10,1.53E+10,3.76E+09,2.88E+10,2.38E+10,2.98E+11,2.757405793,1.743251126,1.703395136,OK,OK,OK,F,,2.09302651,,10.7834103,,,0,0,1
619,U-zuds_z1_188,0.912776862,51.69232076,3.2073195,0.9621959,95.32867615,32.72588308,113.9503197,9.336137538,118.1063469,10.16844228,9.93E+09,4.58E+09,4.19E+09,8.70E+09,6.59E+10,2.24E+11,3.428091201,1.04721075,1.002027487,OK,OK,OK,ok,,1.979223562,,10.90347436,,,0,0,1
622,U-zuds_z1_220,0.91429774,53,5.226306,3.1357837,101.1755403,64.10460558,92.62584105,56.16819447,104.1364465,61.86477546,1.69E+09,7.81E+08,1.91E+09,1.43E+09,1.23E+11,1.51E+11,1.096952768,0.822246755,0.782030914,OK,OK,F,ok,,2.005075532,,11.10405446,,,0,1,1
651,U-zudsp_z1_115,0.826691341,61.35471368,1.800763,0.7032204,161.7223961,51.0355235,175.0070997,45.23882541,184.2778166,9.710957671,1.62E+10,7.46E+09,4.67E+09,1.43E+10,5.79E+10,2.90E+11,2.340395574,0.856283923,0.815163469,OK,OK,OK,ok,,2.208770167,,10.89629441,,,0,0,1
652,U-zudsp_z1_120,0.827709666,34.83673361,1.2405124,0.74430746,251.5700612,83.48608539,245.7202081,71.06187413,236.379179,47.67032894,6.04E+09,2.78E+09,3.39E+09,5.25E+09,9.22E+10,2.34E+11,5.973415813,1.267582789,1.137454511,OK,OK,OK,ok,,2.400658955,,11.00722988,,,0,0,1
661,U-zudsp_z1_55,0.957974844,55.7389154,2.380947,0.7142841,91.08959195,31.3044135,116.2371427,32.58203797,113.4223369,9.808688497,1.71E+09,7.88E+08,2.44E+09,1.46E+09,1.45E+11,1.43E+11,1.740433016,0.984438703,0.917837175,OK,OK,OK,ok,,1.959468757,,11.17356196,,,1,1,1
663,U-zudsp_z1_62,0.836304646,33.56177279,1.5691053,0.9414632,187.682243,59.30629945,164.7761935,46.75248395,139.1741998,15.57372887,7.75E+09,3.57E+09,1.64E+09,6.45E+09,3.60E+10,2.32E+11,2.809923654,1.199570729,1.10007081,OK,OK,OK,ok,,2.273423185,,10.65709789,,,0,0,1
664,U-zudsp_z1_69,0.967609872,53,4.142549,2.4855297,215.7394106,79.70127363,202.4620792,11.64705964,217.2213691,18.94315016,3.92E+09,1.81E+09,2.31E+09,3.32E+09,6.96E+10,1.64E+11,4.617411054,1.636695628,1.484419753,OK,OK,OK,F,,2.333929488,,10.88003367,,,0,0,1
667,U-zudsp_z1_79,0.815636529,53.42609881,3.5072389,2.1043434,154.5660209,52.99089179,156.1228667,12.3614306,151.0235679,8.346390426,3.74E+09,1.72E+09,2.42E+09,3.20E+09,9.88E+10,2.14E+11,1.633271117,0.798565843,0.768714521,OK,OK,OK,ok,,2.189114027,,11.02113537,,,0,0,1
673,U-zvipe_z1_1081,0.880359668,74.42851363,7.7281384,3.0179346,55.88378766,9.29914971,107.0977134,15.72822793,107.0977134,15.72822793,6.38E+09,2.94E+09,3.50E+09,5.55E+09,8.30E+10,2.16E+11,6.446377054,1.234835518,1.019674052,F,OK,OK,ok,,1.747285834,,10.96806253,,,0,0,1
677,U-zvipe_z1_1821,0.84154785,60.5465775,3.5039103,1.3683208,180.7458677,66.3718016,167.8315852,14.93561675,167.2276451,13.35589181,1.31E+10,6.03E+09,6.02E+09,1.17E+10,8.61E+10,2.75E+11,3.658247063,1.102813077,1.05841204,OK,OK,OK,ok,,2.257068377,,11.0219516,,,0,0,1
680,U-zvipe_z1_1824,0.962579425,38.81654776,2.7760072,1.0840654,204.0045173,72.62311718,169.8135257,17.66642179,175.442302,23.75819981,3.29E+10,1.52E+10,3.91E+09,2.85E+10,2.17E+10,2.59E+11,4.09268102,1.008734581,0.936590329,OK,OK,OK,ok,,2.309639784,,10.7670775,,,0,0,1
681,U-zvipe_z1_1825,0.919619449,58.61001096,2.6520476,1.0356576,69.04758407,62.89750478,76.32894266,48.51214562,349.4930273,192.6231455,1.91E+10,8.80E+09,4.09E+09,1.67E+10,3.77E+10,2.52E+11,6.769695462,1.637747765,1.513068803,OK,OK,F,ok,,1.839148488,,10.78479086,,,0,0,1
686,U-zvipe_z1_1836,0.82761841,37.12668778,2.386751,0.93205607,80.16626511,73.86026732,185.3017355,156.3156646,144.5180824,96.22557353,1.29E+10,5.92E+09,2.33E+09,1.09E+10,3.46E+10,2.66E+11,15.73350299,1.735713474,1.684935731,OK,OK,F,F,,1.903991651,,10.69748014,,,0,0,1
688,U-zvipe_z1_1838,0.802053731,67.02666662,3.825385,1.4938607,98.03963902,30.19694542,158.508208,9.839822965,82.62713158,6.558266897,4.75E+09,2.19E+09,1.91E+09,4.01E+09,6.59E+10,2.27E+11,2.304938069,1.019985161,0.95077717,OK,OK,OK,ok,,1.991401704,,10.86068472,,,0,0,1
690,U-zvipe_z1_247,0.837696549,71.56097004,3.488066,1.3621334,145.9619532,56.48250499,195.9384076,13.21165272,220.520104,7.522567265,7.33E+09,3.38E+09,4.44E+09,6.47E+09,1.02E+11,2.43E+11,2.741114811,0.956556953,0.843443721,OK,OK,OK,ok,,2.164239666,,11.05445213,,,0,0,1
691,U-zvipe_z1_249,0.883391239,53.32972458,1.924246,0.7514421,232.104441,93.89729878,224.4053529,73.71653461,211.2423809,22.63958215,1.76E+10,8.10E+09,4.63E+09,1.55E+10,4.85E+10,2.66E+11,1.896868661,0.975048963,0.933036679,OK,OK,OK,ok,,2.36568345,,10.84944684,,,0,0,1
692,U-zvipe_z1_251,0.840195655,45.79948466,1.8301002,0.714677,213.5047095,80.67115629,195.3301757,61.81524972,197.1236565,18.66910162,1.19E+10,5.50E+09,5.81E+09,1.07E+10,8.96E+10,2.70E+11,1.758310155,0.770590132,0.735587177,OK,OK,OK,ok,,2.329407459,,11.03058645,,,0,0,1
696,U-zvipe_z1_4550,0.88862081,36.75330532,1.9356444,0.7558933,145.7325908,47.78476238,167.1770253,41.83730283,169.796852,7.441832824,2.43E+10,1.12E+10,4.36E+09,2.12E+10,3.50E+10,2.79E+11,2.515205293,0.970943031,0.945006389,OK,OK,OK,ok,,2.163556686,,10.80362476,,,0,0,1
698,U-zvipe_z1_4553,0.918761761,38.74157453,2.6497772,1.0347711,264.3654833,86.27576419,209.6719269,9.961525638,156.7947077,12.33101319,1.96E+10,9.05E+09,3.72E+09,1.70E+10,3.36E+10,2.52E+11,1.081279971,1.040605501,0.999638787,OK,OK,OK,ok,,2.422204751,,10.75533404,,,0,0,1
700,U-zvipe_z1_4555,0.890681663,55.53827381,1.2161971,0.47494018,180.4068327,57.29925826,180.2253451,50.10720373,179.9105407,35.28745605,1.16E+10,5.35E+09,4.64E+09,1.02E+10,6.69E+10,2.42E+11,3.28137683,1.010956649,0.934899345,OK,OK,OK,ok,,2.256252982,,10.91972052,,,0,0,1
704,U-zvipe_z1_4562,0.917180615,47.07165281,3.8190029,1.4913684,194.4794967,72.41062484,273.0927859,24.95067782,226.7881132,6.023533231,2.89E+10,1.33E+10,2.94E+09,2.47E+10,1.95E+10,2.69E+11,1.660739096,1.666089709,1.542224915,OK,OK,OK,F,,2.288873822,,10.71054084,,,0,0,1
705,U-zvipe_z1_4563,0.900588564,61.46172353,5.3542953,2.0909193,281.5180547,20.83514593,274.4188933,16.89704979,278.2620851,7.82257405,1.10E+10,5.06E+09,3.09E+09,9.46E+09,4.57E+10,2.30E+11,1.160307495,1.653141015,1.550667081,OK,OK,OK,ok,,2.449506253,,10.77681133,,,0,0,1
706,U-zvipe_z1_4564,0.918021254,61.45261068,3.2486541,1.26864,284.6356204,97.01797583,232.7618925,23.92809513,265.7482464,34.29103534,4.84E+10,2.23E+10,3.89E+09,4.19E+10,1.71E+10,3.02E+11,12.85422269,1.349114833,1.135460832,OK,OK,OK,ok,,2.454289248,,10.84135335,,,0,0,1
716,U-zvipe_z1_4737,0.804338758,57.22057617,2.319822,0.9059195,85.83169114,73.03380223,112.435564,89.3288402,93.14430585,56.89890181,3.81E+09,1.76E+09,1.15E+09,3.12E+09,4.71E+10,2.10E+11,4.213261497,1.188221885,1.10991267,OK,OK,F,ok,,1.933647669,,10.71670771,,,0,0,1
717,U-zvipe_z1_4742,0.83930001,67.19110288,2.9701536,1.1598821,120.4050717,37.72893719,153.1661785,14.66256267,154.9694574,24.77309455,4.93E+09,2.27E+09,1.78E+09,4.13E+09,5.57E+10,2.12E+11,5.445860619,1.148936397,0.99199748,OK,OK,OK,ok,,2.080644781,,10.79511005,,,0,0,1
719,U-zvipe_z1_4766,0.807178247,48.31682684,3.180804,0.9542412,161.3947876,51.04878413,189.7915992,14.37315562,173.1214794,12.04860337,6.04E+09,2.78E+09,1.35E+09,4.98E+09,3.81E+10,2.31E+11,2.054292896,1.043055248,1.000798492,OK,OK,OK,ok,,2.207889505,,10.65819357,,,0,0,1
722,U-zvipe_z1_4773,0.857262318,30.38181038,1.6582869,0.4974861,143.047177,47.96584449,128.9299253,39.98134935,116.6715405,16.5626958,4.98E+09,2.29E+09,1.42E+09,4.11E+09,4.29E+10,2.03E+11,3.015753725,0.876332659,0.825901627,F,OK,OK,ok,,2.155479292,,10.69280901,,,0,0,1
723,U-zvipe_z1_4774,0.973278854,44.63995484,2.7743428,0.83230287,97.29895087,31.22687649,95.62105339,6.569246203,94.52416084,6.621151084,8.73E+09,4.02E+09,4.45E+09,7.67E+09,7.01E+10,1.98E+11,2.901063452,0.800883544,0.774652471,OK,OK,OK,ok,,1.988108157,,10.92056203,,,0,0,1
725,U-zvipe_z1_4777,0.915145177,59.08484165,3.2386749,1.264743,97.75826767,33.17549829,111.3808498,10.8412667,174.5754297,12.18772804,1.12E+10,5.16E+09,3.95E+09,9.77E+09,5.62E+10,2.28E+11,3.797270563,0.956110295,0.913988899,OK,OK,OK,ok,,1.990153497,,10.85330527,,,0,0,1
726,U-zvipe_z1_4780,0.878041146,47.94298207,3.1073668,1.2134656,161.5290468,49.5360813,177.7839037,9.398924952,182.3960196,8.840248852,1.17E+10,5.40E+09,4.70E+09,1.03E+10,6.88E+10,2.48E+11,3.549791869,0.840733488,0.819197213,OK,OK,OK,ok,,2.20825063,,10.93055109,,,0,0,1
730,U-zvipe_z1_4857,0.895036505,43.76334275,3.7270985,2.2362592,192.185192,68.16452473,202.7123334,12.09476102,179.3008144,14.23569024,7.82E+09,3.60E+09,3.27E+09,6.76E+09,6.42E+10,2.18E+11,1.79354609,0.722484948,0.692445,OK,OK,OK,ok,,2.283719922,,10.87672363,,,0,0,1
732,U-zvipe_z1_4958,0.802183513,60.03340216,1.7474563,0.6824035,209.2287887,80.24816938,197.883003,61.93585155,191.608289,17.7196161,9.48E+09,4.37E+09,2.48E+09,8.09E+09,4.94E+10,2.63E+11,1.415293676,1.036527265,0.931352027,OK,OK,OK,ok,,2.320621441,,10.78763289,,,0,0,1
735,U-zvipe_z1_5083,0.988869293,65.52602977,4.716829,1.8419807,140.3703682,43.26377336,168.8381254,7.242828882,157.0714206,6.63702997,1.57E+10,7.25E+09,4.74E+09,1.38E+10,4.53E+10,2.17E+11,1.933105582,1.654560984,1.545215192,OK,OK,OK,F,,2.147275439,,10.81822688,,,0,0,1
738,U-zvipe_z1_5094,0.822818839,49.43834361,2.1953702,0.65861106,59.21103265,51.12786258,127.1793932,95.77716666,99.01347559,59.64287984,7.96E+09,3.67E+09,2.40E+09,6.78E+09,5.29E+10,2.45E+11,3.656945614,1.504601148,1.337523159,OK,OK,F,ok,,1.772402635,,10.80109843,,,0,0,1
741,U-zvipe_z1_5100,0.958943328,56.7868372,3.3936515,1.3252633,182.9186329,73.69042289,155.721008,20.89730242,138.3209436,9.253002753,1.03E+10,4.75E+09,3.02E+09,8.85E+09,4.27E+10,2.05E+11,5.537044667,1.50478773,1.320975019,OK,OK,OK,ok,,2.262257947,,10.74809721,,,0,0,1
742,U-zvipe_z1_5101,0.804249791,69.51565853,5.7033997,2.227249,124.6084353,8.655629984,115.2074936,7.681446332,131.4474486,9.920691683,6.68E+09,3.08E+09,2.98E+09,5.77E+09,7.81E+10,2.48E+11,1.256261393,1.315983591,1.241799396,OK,OK,OK,ok,,2.095547443,,10.94330729,,,0,0,1
